127.0.0.1 - - [01/Jun/2017:12:55:40 +0200] "GET /erasmus/ HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:12:55:42 +0200] "GET /erasmus/css/ui.css HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:12:55:42 +0200] "GET /erasmus/css/bootstrap.min.css HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:12:55:42 +0200] "GET /erasmus/img/city.JPG HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:12:55:42 +0200] "GET /erasmus/img/erasmus.png HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:12:55:42 +0200] "GET /erasmus/img/university.jpg HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:12:55:42 +0200] "GET /erasmus/img/accomodation.jpeg HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:12:55:42 +0200] "GET /erasmus/img/students.jpg HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:12:55:42 +0200] "GET /erasmus/img/jobs.jpg HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:12:55:42 +0200] "GET /erasmus/img/aboutus.jpg HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:12:55:43 +0200] "GET /erasmus/img/destination.jpg HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:12:55:48 +0200] "GET /erasmus/jsp/connection.jsp HTTP/1.1" 200 3907
127.0.0.1 - - [01/Jun/2017:12:55:48 +0200] "GET /erasmus/css/cities.css HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:12:55:48 +0200] "GET /erasmus/js/connection.js HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:12:55:57 +0200] "GET /erasmus/jsp/co.jsp?mail=a.devassine%40orange.fr&password=alex09011996 HTTP/1.1" 302 -
127.0.0.1 - - [01/Jun/2017:12:55:57 +0200] "GET /erasmus/jsp/ok.jsp?mail=a.devassine@orange.fr HTTP/1.1" 200 3140
127.0.0.1 - - [01/Jun/2017:12:55:57 +0200] "GET /erasmus/img/fb.png HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:12:55:57 +0200] "GET /erasmus/img/twitter.png HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:12:55:57 +0200] "GET /erasmus/img/para.jpg HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:12:55:58 +0200] "GET /erasmus/img/param.jpg HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:12:56:03 +0200] "GET /erasmus/jsp/change.jsp?mail=a.devassine@orange.fr HTTP/1.1" 200 1842
127.0.0.1 - - [01/Jun/2017:12:56:54 +0200] "GET /erasmus/index.html HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:12:57:19 +0200] "GET /erasmus/cities.html HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:12:57:19 +0200] "GET /erasmus/js/cities.js HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:12:57:46 +0200] "GET /erasmus/jsp/connection.jsp HTTP/1.1" 200 3907
127.0.0.1 - - [01/Jun/2017:12:58:40 +0200] "GET /erasmus/jsp/connection.jsp HTTP/1.1" 200 3907
127.0.0.1 - - [01/Jun/2017:12:58:47 +0200] "GET /erasmus/jsp/co.jsp?mail=a.devassine%40orange.fr&password=alex09011996 HTTP/1.1" 302 -
127.0.0.1 - - [01/Jun/2017:12:58:47 +0200] "GET /erasmus/jsp/ok.jsp?mail=a.devassine@orange.fr HTTP/1.1" 200 3140
127.0.0.1 - - [01/Jun/2017:13:00:28 +0200] "GET /erasmus/jsp/ok.jsp?mail=a.devassine@orange.fr HTTP/1.1" 200 3485
127.0.0.1 - - [01/Jun/2017:13:00:28 +0200] "GET /erasmus/css/cities.css HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:13:00:28 +0200] "GET /erasmus/css/ui.css HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:13:00:28 +0200] "GET /erasmus/css/bootstrap.min.css HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:13:00:28 +0200] "GET /erasmus/img/twitter.png HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:13:00:28 +0200] "GET /erasmus/img/fb.png HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:13:00:28 +0200] "GET /erasmus/img/para.jpg HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:13:00:28 +0200] "GET /erasmus/img/param.jpg HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:13:00:29 +0200] "GET /erasmus/jsp/lien.html HTTP/1.1" 404 1004
127.0.0.1 - - [01/Jun/2017:13:00:31 +0200] "GET /erasmus/jsp/lien.html HTTP/1.1" 404 1004
127.0.0.1 - - [01/Jun/2017:13:01:24 +0200] "GET /erasmus/jsp/ok.jsp?mail=a.devassine@orange.fr HTTP/1.1" 200 3779
127.0.0.1 - - [01/Jun/2017:13:01:24 +0200] "GET /erasmus/css/bootstrap.min.css HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:13:01:24 +0200] "GET /erasmus/css/cities.css HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:13:01:24 +0200] "GET /erasmus/css/ui.css HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:13:01:24 +0200] "GET /erasmus/img/fb.png HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:13:01:24 +0200] "GET /erasmus/img/twitter.png HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:13:01:24 +0200] "GET /erasmus/img/para.jpg HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:13:01:24 +0200] "GET /erasmus/img/param.jpg HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:13:01:41 +0200] "GET /erasmus/jsp/ok.jsp?mail=a.devassine@orange.fr HTTP/1.1" 200 3781
127.0.0.1 - - [01/Jun/2017:13:01:41 +0200] "GET /erasmus/css/cities.css HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:13:01:41 +0200] "GET /erasmus/css/bootstrap.min.css HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:13:01:41 +0200] "GET /erasmus/css/ui.css HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:13:01:41 +0200] "GET /erasmus/img/twitter.png HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:13:01:41 +0200] "GET /erasmus/img/fb.png HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:13:01:41 +0200] "GET /erasmus/img/para.jpg HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:13:01:41 +0200] "GET /erasmus/img/param.jpg HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:13:03:35 +0200] "GET /erasmus/jsp/change.jsp?mail=a.devassine@orange.fr HTTP/1.1" 200 1842
127.0.0.1 - - [01/Jun/2017:13:05:26 +0200] "GET /erasmus/jsp/ok.jsp?mail=a.devassine@orange.fr HTTP/1.1" 200 3781
127.0.0.1 - - [01/Jun/2017:13:05:26 +0200] "GET /erasmus/css/cities.css HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:13:05:26 +0200] "GET /erasmus/css/ui.css HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:13:05:26 +0200] "GET /erasmus/css/bootstrap.min.css HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:13:05:26 +0200] "GET /erasmus/img/fb.png HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:13:05:26 +0200] "GET /erasmus/img/para.jpg HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:13:05:26 +0200] "GET /erasmus/img/param.jpg HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:13:05:26 +0200] "GET /erasmus/img/twitter.png HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:13:05:34 +0200] "GET /erasmus/jsp/lien.html HTTP/1.1" 404 1004
127.0.0.1 - - [01/Jun/2017:13:05:38 +0200] "GET /erasmus/jsp/change.jsp?mail=a.devassine@orange.fr HTTP/1.1" 200 1842
127.0.0.1 - - [01/Jun/2017:13:06:21 +0200] "GET /erasmus/jsp/ok.jsp?mail=a.devassine@orange.fr HTTP/1.1" 200 3780
127.0.0.1 - - [01/Jun/2017:13:06:21 +0200] "GET /erasmus/css/cities.css HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:13:06:21 +0200] "GET /erasmus/css/bootstrap.min.css HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:13:06:21 +0200] "GET /erasmus/css/ui.css HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:13:06:21 +0200] "GET /erasmus/img/fb.png HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:13:06:21 +0200] "GET /erasmus/img/twitter.png HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:13:06:21 +0200] "GET /erasmus/img/para.jpg HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:13:06:21 +0200] "GET /erasmus/img/param.jpg HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:13:07:10 +0200] "GET /erasmus/jsp/ok.jsp?mail=a.devassine@orange.fr HTTP/1.1" 200 3780
127.0.0.1 - - [01/Jun/2017:13:07:10 +0200] "GET /erasmus/css/bootstrap.min.css HTTP/1.1" 304 -
127.0.0.1 - - [01/Jun/2017:13:07:10 +0200] "GET /erasmus/css/ui.css HTTP/1.1" 304 -
